query,binary euclidean prec,binary euclidean rec,binary euclidean f-measure,binary cosine prec,binary cosine rec,binary cosine f-measure,tf euclidean prec,tf euclidean rec,tf euclidean f-measure,tf cosine prec,tf cosine rec,tf cosine f-measure,tfidf euclidean prec,tfidf euclidean rec,tfidf euclidean f-measure,tfidf cosine prec,tfidf cosine rec,tfidf cosine f-measure
188,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151
189,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151
190,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.80000000000000004,1.0,0.88888888888888895
191,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151
192,0.0,0.0,0.0,0.40000000000000002,1.0,0.57142857142857151,0.0,0.0,0.0,0.40000000000000002,1.0,0.57142857142857151,0.0,0.0,0.0,0.69999999999999996,1.0,0.82352941176470584
193,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.40000000000000002,1.0,0.57142857142857151
194,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337
195,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0
196,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.40000000000000002,1.0,0.57142857142857151
197,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337
200,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.40000000000000002,1.0,0.57142857142857151
201,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337
202,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337
203,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151
207,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182
211,0.0,0.0,0.0,0.5,1.0,0.66666666666666663,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.59999999999999998,1.0,0.74999999999999989
212,0.0,0.0,0.0,0.5,1.0,0.66666666666666663,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.5,1.0,0.66666666666666663
213,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337
214,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.40000000000000002,1.0,0.57142857142857151
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337
221,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151
222,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.10000000000000001,1.0,0.18181818181818182,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337
223,0.10000000000000001,1.0,0.18181818181818182,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.40000000000000002,1.0,0.57142857142857151
224,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151,0.0,0.0,0.0,0.20000000000000001,1.0,0.33333333333333337,0.0,0.0,0.0,0.29999999999999999,1.0,0.46153846153846151
